ID,,,SC_Raum_Höhe,,,,,,,,,,,,,,BKW_MEP_KLT_spez. Kältebedarf,BKW_MEP_KLT_spez. Kältebedarf pro Person,BKW_MEP_KLT_zus. innere Lasten,BKW_MEP_KLT_Kühllastberechnung extern,,BKW_MEP_KLT_Kühllast Gesamt,BKW_MEP_KLT_Kühlung Typ (1),BKW_MEP_KLT_Kühlung Leistung (1),BKW_MEP_KLT_Kühlung Anzahl (1),,BKW_MEP_KLT_Kühlung Typ (2),BKW_MEP_KLT_Kühlung Leistung (2),BKW_MEP_KLT_Kühlung Anzahl (2),,,BKW_MEP_KLT_Kühlung Typ (3),BKW_MEP_KLT_Kühlung Leistung (3),BKW_MEP_KLT_Kühlung Anzahl (3),,,BKW_MEP_KLT_Kühlung Summe ,BKW_MEP_KLT_Kühlbedarf Typ (1),BKW_MEP_KLT_Kühlbedarf Leistung (1),BKW_MEP_KLT_Kühlbedarf Anzahl (1),BKW_MEP_KLT_Kühlbedarf GLZ (1),,BKW_MEP_KLT_Kühlbedarf Typ (2),BKW_MEP_KLT_Kühlbedarf Leistung (2),BKW_MEP_KLT_Kühlbedarf Anzahl (2),BKW_MEP_KLT_Kühlbedarf GLZ (2),,,BKW_MEP_KLT_Kühlbedarf Typ (3),BKW_MEP_KLT_Kühlbedarf Leistung (3),BKW_MEP_KLT_Kühlbedarf Anzahl (3),BKW_MEP_KLT_Kühlbedarf GLZ (3),,,BKW_MEP_KLT_Kühlbedarf Summe,BKW_MEP_KLT_Summe Kühlung/Kühlbedarf,BKW_MEP_KLT_Kühlung Schachtzuordnung,BKW_MEP_KLT_Kühlbedarf Schachtzuordnung,BKW_MEP_KLT_Kühlung Kommentar,BKW_MEP_KLT_Kühlbedarf Kommentar,BKW_MEP_KLT_Kommentar,,BKW_MEP_HZG_spez. Wärmebedarf,BKW_MEP_HZG_Heizlastberechnung extern,,BKW_MEP_HZG_Heizlast Gesamt,BKW_MEP_HZG_Typ (1),BKW_MEP_HZG_Leistung (1),BKW_MEP_HZG_Anzahl (1),,BKW_MEP_HZG_Typ (2),BKW_MEP_HZG_Leistung (2),BKW_MEP_HZG_Anzahl (2),,,BKW_MEP_HZG_Typ (3),BKW_MEP_HZG_Leistung (3),BKW_MEP_HZG_Anzahl (3),,,BKW_MEP_HZG_Summe,BKW_MEP_HZG_Schachtzuordnung,BKW_MEP_HZG_Kommentar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866734_00,"4,000.000","5,515.000",,,,EG_OKRFB,,,Mo0 06,WC Herren,8,WCs,2.000,6.590,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,30,0,0 ,0.06 ,HK,,,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866739_00,"4,000.000","34,352.000",,,,EG_OKRFB,,,Mw 0 01/02,Treppe/Flur,17,Treppenhäuser/Magistrale,41.000,153.090,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,25,0,0 ,1.03 ,HK,"1,030 ",1 ,1.03 ,,,0 ,0.00 ,,,,0 ,0.00 ,,1.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866727_00,"4,000.000","7,003.000",,,,EG_OKRFB,,,Mw0 03,Installationsschacht,18,Schächte,3.000,11.420,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,0,0,0 ,0.00 ,,,0 ,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866730_00,"4,000.000","6,823.000",,,,EG_OKRFB,,,Mw0 04,ELT,14,ELT-Schacht,3.000,10.880,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,0,0,0 ,0.00 ,,,0 ,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866783_00,"3,250.000","72,147.000",,,,OG1_OKRFB,,,D1 02,Co-Working,1,Flex-/ Co-Work/,205.000,614.590,0,,50,0,0,0,0,10.25,H-K-Segel,"10,250",1,10.25 ,,,0 ,0.00 ,,,,0 ,0.00 ,,10.25,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,10.25 ,,,,,,,40,0,0 ,8.20 ,H-K-Segel,"8,200 ",1 ,8.20 ,,,0 ,0.00 ,,,,0 ,0.00 ,,8.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866777_00,"3,250.000","12,060.000",,,,OG1_OKRFB,,,D1 14,Wiss. Mitarbeiter,2,Einzel-/Zweierbüros,8.000,24.510,0,,50,0,0,0,0,0.40,H-K-Segel,400,1,0.40 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.40,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.40 ,,,,,,,40,0,0 ,0.32 ,H-K-Segel,320 ,1 ,0.32 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866773_00,"3,250.000","12,150.000",,,,OG1_OKRFB,,,D1 15,Wiss. Mitarbeiter,2,Einzel-/Zweierbüros,8.000,25.040,0,,50,0,0,0,0,0.40,H-K-Segel,400,1,0.40 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.40,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.40 ,,,,,,,40,0,0 ,0.32 ,H-K-Segel,320 ,1 ,0.32 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866776_00,"3,250.000","12,050.000",,,,OG1_OKRFB,,,D1 16,Wiss. Mitarbeiter,2,Einzel-/Zweierbüros,8.000,24.730,0,,50,0,0,0,0,0.40,H-K-Segel,400,1,0.40 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.40,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.40 ,,,,,,,40,0,0 ,0.32 ,H-K-Segel,320 ,1 ,0.32 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866775_00,"3,250.000","12,050.000",,,,OG1_OKRFB,,,D1 17,Wiss. Mitarbeiter,2,Einzel-/Zweierbüros,8.000,24.730,0,,50,0,0,0,0,0.40,H-K-Segel,400,1,0.40 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.40,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.40 ,,,,,,,40,0,0 ,0.32 ,H-K-Segel,320 ,1 ,0.32 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866774_00,"3,250.000","12,050.000",,,,OG1_OKRFB,,,D1 18,Wiss. Mitarbeiter,2,Einzel-/Zweierbüros,8.000,24.730,0,,50,0,0,0,0,0.40,H-K-Segel,400,1,0.40 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.40,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.40 ,,,,,,,40,0,0 ,0.32 ,H-K-Segel,320 ,1 ,0.32 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001869374_00,"3,250.000","25,950.000",,,,OG1_OKRFB,,,D1 19,Co-Working Space,1,Flex-/ Co-Work/,37.000,109.520,0,,50,0,0,0,0,1.85,H-K-Segel,"1,850",1,1.85 ,,,0 ,0.00 ,,,,0 ,0.00 ,,1.85,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,1.85 ,,,,,,,40,0,0 ,1.48 ,H-K-Segel,"1,480 ",1 ,1.48 ,,,0 ,0.00 ,,,,0 ,0.00 ,,1.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866772_00,"3,250.000","16,450.000",,,,OG1_OKRFB,,,D1 23,Allg. & Gruppenleitung,2,Einzel-/Zweierbüros,17.000,50.630,0,,50,0,0,0,0,0.85,H-K-Segel,850,1,0.85 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.85,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.85 ,,,,,,,40,0,0 ,0.68 ,H-K-Segel,680 ,1 ,0.68 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866766_00,"3,250.000","11,750.000",,,,OG1_OKRFB,,,D1 25,Installationsschacht,18,Schächte,8.000,23.250,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,0,0,0 ,0.00 ,,,0 ,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866767_00,"3,250.000","11,750.000",,,,OG1_OKRFB,,,D1 26,Etagenverteiler,13,Etagenverteiler,8.000,23.250,0,,0,0,"3,500",0,0,3.50,ULK,"3,500",1,3.50 ,,,0 ,0.00 ,,,,0 ,0.00 ,,3.50,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,3.50 ,,,,,,,0,0,0 ,0.00 ,,,0 ,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001869377_00,"3,250.000","62,675.000",,,,OG1_OKRFB,,,D1 27,Flur,6,"Verkehrsflächen, Flure",67.000,202.360,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,0,0,0 ,0.00 ,,,0 ,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866770_00,"3,250.000","7,150.000",,,,OG1_OKRFB,,,Mo 1 06.1,WC Herren,8,WCs,3.000,9.580,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,30,0,0 ,0.09 ,HK,150 ,1 ,0.15 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866784_00,"3,250.000","40,730.000",,,,OG1_OKRFB,,,Mo1 01,Flur,17,Treppenhäuser/Magistrale,57.000,170.660,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,25,0,0 ,1.43 ,HK,"1,430 ",1 ,1.43 ,,,0 ,0.00 ,,,,0 ,0.00 ,,1.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866782_00,"3,250.000","12,340.000",,,,OG1_OKRFB,,,Mo1 02,Lager,11,Lager innenliegend,9.000,28.450,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,0,0,0 ,0.00 ,,,0 ,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866781_00,"3,250.000","11,800.000",,,,OG1_OKRFB,,,Mo1 03,Aufzug,19,Aufzüge,9.000,26.100,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,0,0,0 ,0.00 ,,,0 ,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866769_00,"3,250.000","7,328.000",,,,OG1_OKRFB,,,Mo1 04,WC Damen,8,WCs,3.000,10.050,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,30,0,0 ,0.09 ,HK,90 ,1 ,0.09 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866768_00,"3,250.000","5,317.000",,,,OG1_OKRFB,,,Mo1 05,Putzraum,10,Putzmittel/ Lager,2.000,4.750,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,15,0,0 ,0.03 ,,,,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866771_00,"3,250.000","5,535.000",,,,OG1_OKRFB,,,Mo1 06,WC Herren,8,WCs,2.000,5.300,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,30,0,0 ,0.06 ,HK,,,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866778_00,"3,250.000","34,384.000",,,,OG1_OKRFB,,,Mw1 01/02,Treppe/Flur,17,Treppenhäuser/Magistrale,41.000,122.920,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,25,0,0 ,1.03 ,HK,"1,030 ",1 ,1.03 ,,,0 ,0.00 ,,,,0 ,0.00 ,,1.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866780_00,"3,250.000","7,061.000",,,,OG1_OKRFB,,,Mw1 03,Installationsschacht,18,Schächte,3.000,9.280,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,0,0,0 ,0.00 ,,,0 ,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866779_00,"3,250.000","6,840.000",,,,OG1_OKRFB,,,Mw1 04,ELT,14,ELT-Schacht,3.000,8.750,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,0,0,0 ,0.00 ,,,0 ,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001870212_00,"3,250.000","41,810.000",,,,OG2_OKRFB,,,D2 02,Seminar,20,Serminarraum,102.000,305.140,0,,50,0,0,0,0,5.10,H-K-Segel,"5,100",1,5.10 ,,,0 ,0.00 ,,,,0 ,0.00 ,,5.10,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,5.10 ,,,,,,,40,0,0 ,4.08 ,H-K-Segel,"4,080 ",1 ,4.08 ,,,0 ,0.00 ,,,,0 ,0.00 ,,4.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001866830_00,"3,250.000","49,882.000",,,,OG2_OKRFB,,,D2 06,Flexwork,1,Flex-/ Co-Work/,126.000,378.750,0,,50,0,0,0,0,6.30,H-K-Segel,"6,300",1,6.30 ,,,0 ,0.00 ,,,,0 ,0.00 ,,6.30,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,6.30 ,,,,,,,40,0,0 ,5.04 ,H-K-Segel,"5,040 ",1 ,5.04 ,,,0 ,0.00 ,,,,0 ,0.00 ,,5.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r000001870215_00,"3,250.000","62,660.000",,,,OG2_OKRFB,,,D2 07,Flur,6,"Verkehrsflächen, Flure",67.000,202.310,0,,0,0,0,0,0,0.00,,,0,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00,,,0 ,0.00,0.00 ,,,0 ,0.00 ,0.00 ,,,,0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,,,,,,0,0,0 ,0.00 ,,,0 ,0.00 ,,,0 ,0.00 ,,,,0 ,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
